species,n_presence,n_train_presence,n_background,auc,boyce,threshold,sensitivity,specificity,tss,omission_rate,tss_max,fold
Acer pseudoplatanus,208,2048,8995,0.6359259417625176,0.8355935806487982,0.48947426676750183,0.46153846153846156,0.6914952751528627,0.15303373669132414,0.5384615384615384,0.22966658827553776,2
Laurus nobilis,555,1641,8878,0.774374656251205,0.9824052557257807,0.5385862588882446,0.8540540540540541,0.5064203649470601,0.3604744190011142,0.1459459459459459,0.4102957203655559,2
Prunus padus,242,2004,8999,0.7320969547580585,0.7620312290824005,0.4409458339214325,0.5454545454545454,0.7665296144016002,0.31198415985614547,0.4545454545454546,0.3433848021681013,2
Prunus mahaleb,337,1907,8956,0.7949172545501052,0.9196272568433314,0.5592767596244812,0.658753709198813,0.7425189816882537,0.40127269088706674,0.34124629080118696,0.526611803435987,2
Acer negundo,412,1808,8907,0.8195888256318528,0.9738846825859057,0.49629563093185425,0.8422330097087378,0.6347816324239363,0.4770146421326742,0.15776699029126218,0.4997686449296452,2
Populus nigra,379,1827,8912,0.7305407490656219,0.9958182390685952,0.4797329306602478,0.8258575197889182,0.5047127468581688,0.3305702666470869,0.1741424802110818,0.34688753831068253,2
Paulownia tomentosa,536,1618,8972,0.7370399035806257,0.968779757662109,0.5426536798477173,0.7220149253731343,0.5840392331698618,0.3060541585429961,0.2779850746268657,0.3216324751631943,2
Cedrus atlantica,554,1569,8894,0.7456799659690263,0.9941000033336671,0.5180584788322449,0.8574007220216606,0.507195862379132,0.36459658440079257,0.14259927797833938,0.4012529438172329,2
Fraxinus angustifolia,579,1539,8854,0.8279284403719833,0.9555037856726849,0.5265336632728577,0.8791018998272885,0.6689631804833973,0.5480650803106859,0.12089810017271152,0.5621164755603567,2
Ailanthus altissima,309,1752,8950,0.7894295890510025,0.966919044845661,0.5080128908157349,0.8737864077669902,0.5696089385474861,0.4433953463144764,0.12621359223300976,0.46049429589051,2
Quercus ilex,335,1617,8958,0.853773330267617,0.8552966083222295,0.5589024424552917,0.9313432835820895,0.6187765126144229,0.5501197961965123,0.06865671641791049,0.5870046952111512,2
Cercis siliquastrum,580,1478,8854,0.8699445214709113,0.9375701192068892,0.525531530380249,0.9620689655172414,0.5439349446577818,0.5060039101750231,0.037931034482758585,0.6234587133810552,2
Larix decidua,62,1948,9034,0.8044930620523185,0.04140627993872899,0.3933090269565582,0.3064516129032258,0.8805623201239761,0.18701393302720182,0.6935483870967742,0.5417205253272583,2
Sequoiadendron giganteum,161,1847,9029,0.7167532636384212,0.8310192195690157,0.557956874370575,0.2546583850931677,0.8858123823236239,0.14047076741679154,0.7453416149068324,0.3644598598442975,2
Quercus pubescens,288,1637,8991,0.7641190573289339,0.9300228889085451,0.45610320568084717,0.9166666666666666,0.552441330219108,0.46910799688577454,0.08333333333333337,0.4868444833722612,2
Platanus hispanica,803,1099,8743,0.6824382117328803,0.8397628092766144,0.5229542851448059,0.7359900373599004,0.5277364748942011,0.2637265122541015,0.26400996264009957,0.33721764816229427,2
Melia azedarach,843,1025,8888,0.9209789306332768,0.9666073576259901,0.4742221236228943,0.9489916963226572,0.6631413141314132,0.6121330104540705,0.05100830367734277,0.69412101352484,2
Prunus amygdalus,1048,793,8708,0.8947173258248097,0.7963970374183578,0.47923150658607483,0.9856870229007634,0.5977262287551677,0.5834132516559309,0.014312977099236623,0.6882378930315898,2
Celtis australis,674,1163,8799,0.8754573371738021,0.9583254464963361,0.44075074791908264,0.9792284866468842,0.5856347312194568,0.5648632178663409,0.020771513353115778,0.6515103382060883,2
Arbutus unedo,446,1302,8903,0.861403598021325,0.9563247310862899,0.5706392526626587,0.9125560538116592,0.6701111984724251,0.5826672522840841,0.08744394618834084,0.6002664995776603,2
Olea europaea,563,1205,8842,0.8859153772383783,0.9729817879127624,0.46847718954086304,0.9662522202486679,0.6309658448314861,0.597218065080154,0.03374777975133214,0.6702145781698281,2
Acer monspessulanum,428,1374,8892,0.7969063339513414,0.9493155192687871,0.450488805770874,0.9439252336448598,0.5026990553306343,0.4466242889754941,0.05607476635514019,0.47895304400469185,2
Ulmus laevis,300,1436,8967,0.7273173859707818,0.9658152761114803,0.4716890752315521,0.36666666666666664,0.9517118322738931,0.3183784989405598,0.6333333333333333,0.3355536968885915,2
Fraxinus ornus,215,1482,8976,0.7494066865646893,0.9343273150844497,0.47535496950149536,0.7581395348837209,0.6057263814616756,0.36386591634539656,0.24186046511627912,0.3921376901712059,2
Alnus incana,55,1582,9039,0.6985225638395237,0.8324017557021098,0.376621276140213,0.4727272727272727,0.8696758490983516,0.34240312182562427,0.5272727272727273,0.35955103641794645,2
Taxodium distichum,274,1345,9003,0.8296492410072555,0.9413943628288435,0.5625896453857422,0.7408759124087592,0.7437520826391203,0.48462799504787935,0.25912408759124084,0.5211583973225471,2
Acer opalus,114,1390,9030,0.8553088146723398,0.9931508444962144,0.5434229373931885,0.5789473684210527,0.8776301218161683,0.45657749023722083,0.42105263157894735,0.5859241126070991,2
Prunus serotina,190,1255,8992,0.8910347209215209,0.9522298003165865,0.5403003692626953,0.8473684210526315,0.7973754448398577,0.6447438658924893,0.15263157894736845,0.656897359056003,2
Pistacia terebinthus,506,900,8853,0.8402238762323038,0.9532115889553234,0.5263850092887878,0.9071146245059288,0.6108663729809104,0.5179809974868392,0.09288537549407117,0.5442615865906424,2
Quercus coccifera,674,691,8810,0.9068082533673294,0.905307850714664,0.5945453643798828,0.9614243323442137,0.7164585698070375,0.6778829021512511,0.03857566765578635,0.7019791375460177,2
Pinus pinea,799,501,8774,0.8790141283853506,0.9854018212092486,0.3448711037635803,0.9787234042553191,0.47800319124686574,0.45672659550218486,0.021276595744680882,0.6649029602480647,2
Juniperus oxycedrus,457,838,8889,0.8995626340228734,0.7716857391694742,0.6164227724075317,0.9846827133479212,0.6600292496343796,0.6447119629823008,0.015317286652078765,0.6934378856369328,2
Pinus halepensis,345,647,8931,0.9060786480570039,0.8431549175452333,0.6478078961372375,0.9797101449275363,0.7197402306572612,0.6994503755847976,0.020289855072463725,0.737372026113245,2
Pinus uncinata,351,624,8963,0.9347062456512417,0.9800376823700928,0.5237016677856445,0.905982905982906,0.872810442932054,0.7787933489149599,0.09401709401709402,0.7985011505038282,2
Acacia dealbata,533,375,8894,0.8813932575073273,0.966814210832848,0.3653084933757782,0.9287054409005628,0.6940634135372161,0.622768854437779,0.07129455909943716,0.6361988667023029,2
Quercus suber,248,583,8965,0.9122645413165896,0.9353694547010982,0.6016575694084167,0.8185483870967742,0.8436140546569995,0.6621624417537737,0.18145161290322576,0.6937161542198154,2
Ostrya carpinifolia,45,532,9041,0.8630498101242488,0.9383464486103752,0.6044542789459229,0.7111111111111111,0.8459241234376729,0.5570352345487839,0.28888888888888886,0.6382332337868231,2
Prunus armeniaca,1191,2079,7774,0.8075259800532119,0.973849737914968,0.42434224486351013,0.836272040302267,0.6579624388988937,0.4942344792011606,0.16372795969773302,0.5012508054469926,3
Prunus persica,630,2565,7799,0.6760985840675544,0.8230333316000485,0.3773224949836731,0.6031746031746031,0.6187972817027824,0.2219718848773855,0.39682539682539686,0.25680072943824706,3
Pseudotsuga menziesii,260,2736,7864,0.8577500195633461,0.8766478644412954,0.5476951003074646,0.28846153846153844,0.9557477110885045,0.24420924955004297,0.7115384615384616,0.5864797715001174,3
Picea pungens,568,2401,7832,0.6688376235451524,0.9670265028892863,0.47644928097724915,0.3996478873239437,0.8342696629213483,0.23391755024529193,0.6003521126760563,0.29764670762059586,3
Malus sylvestris,497,2464,7677,0.5594261151119299,0.2897762350369569,0.4927363693714142,0.14285714285714285,0.8603621206200339,0.003219263477176826,0.8571428571428572,0.11998236651903083,3
Populus tremula,364,2509,7757,0.67062079341311,0.5936650951251005,0.5608056783676147,0.1401098901098901,0.8995745778006962,0.03968446791058633,0.8598901098901099,0.2988527200529263,3
Cydonia oblonga,783,2057,7673,0.7363092025095378,0.9534068340687855,0.5544523596763611,0.6091954022988506,0.7329597289195882,0.34215513121843877,0.3908045977011494,0.36936037679351674,3
Prunus avium,367,2460,7743,0.6246820104015898,0.8046966459582303,0.5182720422744751,0.14713896457765668,0.890998321064187,0.0381372856418436,0.8528610354223434,0.22838770432008376,3
Quercus petraea,211,2616,7855,0.7278233141567692,0.9477546527549001,0.48255401849746704,0.3459715639810427,0.886950986632718,0.23292255061376066,0.6540284360189573,0.3494233455311164,3
Torminalis glaberrima,406,2381,7738,0.7235089577760321,0.959009900990099,0.5452005863189697,0.37438423645320196,0.847764280175756,0.22214851662895807,0.625615763546798,0.32652815673911745,3
Salix caprea,268,2488,7799,0.7640804504213131,0.9863802748448195,0.4918554127216339,0.39552238805970147,0.8838312604180023,0.2793536484777037,0.6044776119402986,0.3966471974018866,3
Quercus rubra,302,2450,7832,0.799918740571877,0.902748980780431,0.4927186667919159,0.6291390728476821,0.7787282941777324,0.4078673670254145,0.3708609271523179,0.5497179173233939,3
Betula pendula,301,2446,7779,0.7826796652884779,0.9865463016889924,0.5188559889793396,0.49169435215946844,0.8258130865149762,0.31750743867444475,0.5083056478405316,0.41928114665986754,3
Pyrus communis,681,2036,7597,0.5236725912172225,0.1209675070929491,0.49056968092918396,0.14390602055800295,0.8229564301698039,-0.033137549272193145,0.856093979441997,0.14284504838740542,3
Rhaphiolepis bibas,1041,1652,7753,0.8318163351102167,0.9818723991666534,0.3795006275177002,0.8645533141210374,0.6679994840706823,0.5325527981917197,0.13544668587896258,0.5421808768394696,3
Castanea sativa,513,2190,7732,0.7808623487211447,0.9682003494467094,0.5150801539421082,0.8460038986354775,0.6420072426280393,0.48801114126351686,0.15399610136452246,0.49452567442057466,3
Ilex aquifolium,562,2114,7690,0.8013206364044445,0.9919277810133954,0.5495887994766235,0.7882562277580071,0.6747724317295188,0.4630286594875259,0.21174377224199292,0.4822226027238776,3
Punica granatum,932,1731,7744,0.8214854280096123,0.9038375296456709,0.3295041620731354,0.8540772532188842,0.643853305785124,0.4979305590040082,0.14592274678111583,0.5066505870251481,3
Prunus domestica,517,2153,7684,0.6093820010330693,0.6835799859171611,0.4910206198692322,0.29206963249516443,0.7956793336803748,0.08774896617553929,0.7079303675048356,0.18816637248692802,3
Carpinus betulus,122,2529,7869,0.7368663920884817,0.8461386138613861,0.5202140808105469,0.27049180327868855,0.8701232685220486,0.14061507180073707,0.7295081967213115,0.43385436523065196,3
Cupressus sempervirens,891,1692,7657,0.851852438156909,0.9284100174723354,0.39853861927986145,0.898989898989899,0.6972704714640199,0.5962603704539189,0.101010101010101,0.5984519787575815,3
Quercus robur,338,2264,7827,0.7807044799408511,0.7416839822254089,0.5416463017463684,0.5236686390532544,0.7695157787147056,0.2931844177679599,0.47633136094674555,0.5345625028822246,3
Pyrus pyraster,567,2037,7726,0.6591945883731197,0.29236046803331045,0.528457522392273,0.10582010582010581,0.904607817758219,0.010427923578324894,0.8941798941798942,0.2839029073820687,3
Ulmus minor,609,1972,7640,0.6676598406107342,0.8391030867792661,0.48103511333465576,0.6912972085385879,0.5337696335078534,0.22506684204644145,0.3087027914614121,0.2592235576303097,3
Juglans regia,416,2181,7723,0.6338445539796214,0.8864065230052417,0.49902641773223877,0.3701923076923077,0.7999482066554447,0.17014051434775235,0.6298076923076923,0.218209655972669,3
Crataegus laevigata,177,2419,7830,0.6269079521758267,0.6405032336567592,0.5053299069404602,0.11299435028248588,0.9659003831417624,0.07889473342424824,0.8870056497175142,0.19485247959824237,3
Corylus avellana,333,2262,7778,0.6562646472649044,0.87379986546633,0.4983524978160858,0.2672672672672673,0.825276420673695,0.09254368794096224,0.7327327327327327,0.2729091910115309,3
Robinia pseudoacacia,374,2209,7729,0.640051393356364,0.7321723937099592,0.5191226005554199,0.3315508021390374,0.7628412472506145,0.09439204938965196,0.6684491978609626,0.23483643448557856,3
Malus domestica,401,2152,7698,0.6990525764051808,0.8785057615231235,0.4407814145088196,0.5536159600997507,0.7118732138217719,0.2654891739215226,0.44638403990024933,0.33284870442755154,3
Fraxinus excelsior,265,2291,7796,0.6674211254925119,0.9093154027860418,0.5028969645500183,0.25660377358490566,0.8742945100051308,0.13089828359003652,0.7433962264150944,0.28296949572591656,3
Ulmus glabra,113,2439,7858,0.6124979447133523,0.8838788584740827,0.49310392141342163,0.1504424778761062,0.946678544158819,0.09712102203492523,0.8495575221238938,0.23470472569525003,3
Acer campestre,375,2173,7706,0.5827412405917467,0.820430984274898,0.5128803253173828,0.192,0.8610173890474955,0.05301738904749542,0.808,0.1392511462929319,3
Pinus pinaster,901,1584,7657,0.8035112409020668,0.9249155503785673,0.6333171129226685,0.7891231964483907,0.6915240955987985,0.48064729204718915,0.21087680355160932,0.48599795592290257,3
Tilia cordata,211,2324,7809,0.6083095274076151,0.48364323305118295,0.49854981899261475,0.22274881516587677,0.8792419003713664,0.10199071553724326,0.7772511848341233,0.16812658137196174,3
Mespilus germanica,369,2148,7777,0.7650099504723992,0.9436458940011648,0.5205668210983276,0.7750677506775068,0.6582229651536582,0.43329071583116496,0.22493224932249323,0.43354788440516523,3
Abies alba,334,2148,7774,0.7831380588450062,0.9704597608085376,0.5354558229446411,0.11976047904191617,0.9735014149729869,0.09326189401490304,0.8802395209580838,0.4345653945517763,3
Tilia platyphyllos,257,2221,7768,0.6620897065482655,0.9116831683168317,0.46122485399246216,0.3968871595330739,0.8112770339855818,0.20816419351865578,0.6031128404669261,0.2595573178599623,3
Pinus sylvestris,563,1914,7700,0.6193935549352956,-0.030728371910901324,0.48708516359329224,0.0586145648312611,0.9337662337662338,-0.007619201402505049,0.9413854351687388,0.26082166501349446,3
Fagus sylvatica,416,2054,7723,0.7942198129463441,0.9458940011648224,0.4641059339046478,0.5480769230769231,0.834002330700505,0.382079253777428,0.45192307692307687,0.44474453181804596,3
Cormus domestica,689,1730,7605,0.7294288285245079,0.9320442632498543,0.5228261351585388,0.6153846153846154,0.6778435239973701,0.29322813938198555,0.3846153846153846,0.35554563159788116,3
Acer platanoides,204,2205,7795,0.6444723238878618,0.936490787688268,0.4296182692050934,0.29901960784313725,0.8456703014753046,0.14468990931844194,0.7009803921568627,0.22013356978455267,3
Crataegus monogyna,398,1999,7744,0.5373604203870592,0.15885311256069845,0.47926926612854004,0.39949748743718594,0.5990444214876033,-0.0014580910752107767,0.6005025125628141,0.12321745608206325,3
Aesculus hippocastanum,379,2012,7742,0.6173939700458521,0.5312638322655795,0.4724469780921936,0.34300791556728233,0.7844226298114182,0.12743054537870058,0.6569920844327177,0.17676055426011295,3
Cornus mas,391,1996,7738,0.73130212674819,0.9243913803145021,0.4999943971633911,0.6163682864450127,0.7261566296200569,0.34252491606506963,0.38363171355498726,0.3957600548394709,3
Pinus nigra,571,1802,7704,0.5708727287937396,0.6645544554455446,0.5140962600708008,0.3345008756567426,0.7085929387331257,0.04309381438986826,0.6654991243432574,0.11337458831402891,3
Sorbus aucuparia,367,2002,7754,0.7815621575995935,0.9909433480257174,0.5002031326293945,0.6403269754768393,0.7832086664947124,0.4235356419715517,0.35967302452316074,0.4323580200146325,3
Alnus glutinosa,287,2067,7776,0.7441385806053827,0.9774868301929337,0.4722341001033783,0.8083623693379791,0.5397376543209876,0.34810002365896686,0.19163763066202089,0.3726945950015056,3
Prunus cerasus,296,2044,7779,0.5878452208475348,0.5854397204426325,0.4991574287414551,0.30743243243243246,0.7854480010284098,0.0928804334608424,0.6925675675675675,0.1515449599232861,3
Salix alba,316,2001,7749,0.6696756298485227,0.9491174988901596,0.5106979608535767,0.4430379746835443,0.7824235385210995,0.2254615132046438,0.5569620253164558,0.26736157054156434,3
Ficus carica,715,1554,7579,0.7404843342434053,0.9703231517896465,0.4760468006134033,0.6657342657342658,0.6779258477371685,0.3436601134714343,0.33426573426573425,0.38633065048159393,3
Taxus baccata,516,1803,7689,0.6586551209268048,0.9729761211415259,0.5311905145645142,0.5658914728682171,0.6639354922616725,0.22982696512988943,0.43410852713178294,0.24099740795518815,3
Aria edulis,392,1919,7748,0.8328502154604743,0.9058081801801788,0.3964838981628418,0.49744897959183676,0.8767423851316469,0.3741913647234836,0.5025510204081632,0.53653740794201,3
Picea abies,134,2169,7844,0.8148299489294983,0.9717179482864181,0.40769267082214355,0.5597014925373134,0.8502039775624681,0.4099054700997815,0.4402985074626866,0.5049377031213134,3
Juniperus communis,432,1862,7729,0.6825979775544726,0.9242399534071054,0.5399381518363953,0.44907407407407407,0.8023030146202613,0.2513770886943354,0.5509259259259259,0.2911614146815984,3
Populus alba,716,1530,7643,0.7429146105868224,0.9887768711691937,0.5585058331489563,0.6187150837988827,0.7056129791966506,0.3243280629955332,0.38128491620111726,0.3470377100454134,3
Salix fragilis,298,1957,7697,0.5933380302445038,0.680942022371048,0.5057209730148315,0.030201342281879196,0.9816811744835651,0.011882516765444162,0.9697986577181208,0.1724196562244682,3
Betula pubescens,437,1821,7752,0.8506101916859722,0.983657447060638,0.5513473749160767,0.8604118993135011,0.6923374613003096,0.5527493606138107,0.13958810068649885,0.5772030780275497,3
Acer pseudoplatanus,258,1998,7771,0.6908591772830609,0.9525418102443598,0.5272775888442993,0.3372093023255814,0.873246686398147,0.21045598872372828,0.6627906976744187,0.29604751915040917,3
Laurus nobilis,849,1347,7584,0.7025937687922749,0.9157367501456027,0.40064480900764465,0.8409893992932862,0.49103375527426163,0.33202315456754783,0.1590106007067138,0.33620528991665555,3
Prunus padus,188,2058,7849,0.6335113837512842,0.8535426926012316,0.44526466727256775,0.21808510638297873,0.9213912600331252,0.13947636641610384,0.7819148936170213,0.18849534972607979,3
Prunus mahaleb,418,1826,7725,0.7737656586302473,0.9450231363555979,0.5753973126411438,0.7535885167464115,0.6925566343042071,0.4461451510506187,0.24641148325358853,0.46768894876201983,3
Acer negundo,340,1880,7801,0.8425876772962743,0.9716132789749563,0.49183160066604614,0.7558823529411764,0.7546468401486989,0.5105291930898752,0.24411764705882355,0.521039911926827,3
Populus nigra,480,1726,7708,0.6890203360145304,0.9697319145878772,0.495049387216568,0.5354166666666667,0.7240529320186819,0.2594695986853486,0.46458333333333335,0.2949295104653174,3
Paulownia tomentosa,385,1769,7821,0.7634749600227161,0.8354902212590252,0.4463779628276825,0.6519480519480519,0.7147423603119806,0.3666904122600325,0.34805194805194806,0.4316656620454089,3
Cedrus atlantica,638,1485,7635,0.6975002720108066,0.9898194525334887,0.47943544387817383,0.6159874608150471,0.6712508185985593,0.28723827941360636,0.38401253918495293,0.3113842168039038,3
Fraxinus angustifolia,826,1292,7593,0.7512091390407056,0.945497961560862,0.5016412138938904,0.8244552058111381,0.6102989595680232,0.43475416537916134,0.17554479418886193,0.4534772852145901,3
Ailanthus altissima,523,1538,7696,0.7916463768519217,0.9900087070767284,0.4654662609100342,0.7762906309751434,0.6504677754677755,0.42675840644291885,0.2237093690248566,0.437027205908659,3
Quercus ilex,1221,731,7496,0.7445983203053641,0.9438634809311661,0.5522007942199707,0.7796887796887797,0.6240661686232657,0.4037549483120455,0.2203112203112203,0.4254507126705633,3
Cercis siliquastrum,713,1345,7610,0.8140021157663294,0.9633896330809552,0.4332362413406372,0.8092566619915849,0.699868593955322,0.5091252559469068,0.19074333800841514,0.519213480454042,3
Larix decidua,579,1431,7706,0.9067095285417863,0.9873470802228241,0.5338994860649109,0.8272884283246977,0.8585517778354529,0.6858402061601505,0.17271157167530227,0.7257079807269485,3
Sequoiadendron giganteum,331,1677,7851,0.732680925438713,0.9524397489259885,0.500068724155426,0.22658610271903323,0.9174627435995415,0.14404884631857473,0.7734138972809668,0.35883396230626224,3
Quercus pubescens,539,1386,7722,0.745735385345775,0.958462434478742,0.5514885783195496,0.7105751391465677,0.6394716394716394,0.3500467786182071,0.28942486085343233,0.41292569863998435,3
Platanus hispanica,317,1585,7704,0.7929135096357007,0.9875101558287526,0.2889605760574341,0.8643533123028391,0.5687954309449637,0.4331487432478027,0.13564668769716093,0.4753546848537857,3
Melia azedarach,842,1026,7785,0.9118903671565239,0.9688438230787237,0.2812035083770752,0.9786223277909739,0.7070006422607579,0.6856229700517318,0.02137767220902609,0.7214086410769233,3
Prunus amygdalus,577,1264,7584,0.8488758373004556,0.8827909551162209,0.5909610390663147,0.7850953206239168,0.7436708860759493,0.5287662066998662,0.21490467937608315,0.5755302598190846,3
Celtis australis,662,1175,7608,0.8570967791893411,0.9496413772177521,0.48736873269081116,0.8897280966767371,0.7114879074658255,0.6012160041425627,0.11027190332326287,0.6123626425991404,3
Arbutus unedo,774,974,7668,0.8392227708292053,0.9930576587070472,0.5388822555541992,0.8023255813953488,0.7347417840375586,0.5370673654329075,0.19767441860465118,0.5462053111086849,3
Olea europaea,625,1143,7692,0.7953536141445657,0.9740011648223645,0.522373616695404,0.7456,0.7163286531461258,0.46192865314612597,0.25439999999999996,0.46310889235569425,3
Acer monspessulanum,524,1278,7661,0.7896626962577384,0.9299036980345137,0.5622805953025818,0.7938931297709924,0.6454770917634773,0.4393702215344697,0.20610687022900764,0.4477324427979127,3
Ulmus laevis,136,1600,7848,0.833720280925826,0.8780281829629044,0.541107177734375,0.3088235294117647,0.9454638124362895,0.25428734184805424,0.6911764705882353,0.5708610661389939,3
Fraxinus ornus,399,1298,7780,0.7595189773920663,0.9888293535235877,0.5703027844429016,0.7268170426065163,0.6771208226221079,0.4039378652286243,0.27318295739348375,0.42687663889801625,3
Alnus incana,432,1205,7690,0.799591520974811,0.9482935352358766,0.5615566968917847,0.5555555555555556,0.85851755526658,0.4140731108221356,0.4444444444444444,0.44822520830323176,3
Taxodium distichum,328,1291,7835,0.7397843479072953,0.7950029120559114,0.45823121070861816,0.5579268292682927,0.7282705807275048,0.28619740999579757,0.44207317073170727,0.4157727209052562,3
Acer opalus,541,963,7701,0.8499635522765006,0.9867443214909726,0.532770037651062,0.6266173752310537,0.8270354499415661,0.45365282517261973,0.37338262476894635,0.5941218954928436,3
Prunus serotina,43,1402,7894,0.8174062137272347,0.7870320975280894,0.4034086763858795,0.6744186046511628,0.7244742842665315,0.39889288891769414,0.32558139534883723,0.5761131504056658,3
Pistacia terebinthus,757,649,7589,0.8750066363521004,0.9476810895055693,0.5429314374923706,0.9762219286657859,0.6446172091184609,0.6208391377842468,0.023778071334214057,0.6300525703527301,3
Quercus coccifera,679,686,7646,0.918121635693117,0.9622653597446822,0.5175107717514038,0.9602356406480118,0.7457494114569709,0.7059850521049826,0.03976435935198819,0.7099483515209277,3
Pinus pinea,425,875,7731,0.8965107626286836,0.9451116527023851,0.39588117599487305,0.9858823529411764,0.7218988487905834,0.70778120173176,0.014117647058823568,0.7355234464759904,3
Juniperus oxycedrus,753,542,7615,0.8476844209940714,0.8196704125556378,0.49147191643714905,0.8446215139442231,0.73827971109652,0.582901225040743,0.15537848605577687,0.6400293333124059,3
Pinus halepensis,640,352,7650,0.8877244689542484,0.8520691794371116,0.4271125793457031,0.8359375,0.7742483660130719,0.6101858660130719,0.1640625,0.6774775326797385,3
Pinus uncinata,294,681,7758,0.9107478258124595,0.8721200192556304,0.44308969378471375,0.9591836734693877,0.7973704563031709,0.7565541297725586,0.04081632653061229,0.758695434863814,3
Acacia dealbata,266,642,7830,0.8958560193587417,0.6878316004029635,0.3307659924030304,0.9887218045112782,0.6881226053639847,0.6768444098752631,0.011278195488721776,0.7432028346728892,3
Quercus suber,386,445,7815,0.9759904395360324,0.8851343327755687,0.7175480723381042,0.9844559585492227,0.8815099168266155,0.8659658753758381,0.015544041450777257,0.8923924033428474,3
Pinus cembra,407,390,7718,0.9323070036985559,0.9387673088838575,0.3037931025028229,0.9803439803439803,0.821067634102099,0.8014116144460792,0.019656019656019708,0.8117913196949217,3
Ostrya carpinifolia,310,267,7845,0.842027591027776,0.7865579499126383,0.35998982191085815,0.8193548387096774,0.7152326322498407,0.5345874709595182,0.1806451612903226,0.5649807767429429,3
Juniperus thurifera,396,145,7747,0.8720123658164189,0.9840506233315554,0.3331078290939331,0.7323232323232324,0.8223828578804698,0.5547060902037022,0.2676767676767676,0.6117330527424758,3
Prunus armeniaca,346,2924,13165,0.7829344754988375,0.9942224810716366,0.5649961233139038,0.45664739884393063,0.9354348651728067,0.3920822640167374,0.5433526011560694,0.4472706357064295,4
Prunus persica,330,2865,13146,0.7143852952159662,0.9935002912055911,0.5616198182106018,0.3303030303030303,0.9124448501445307,0.24274788044756113,0.6696969696969697,0.33217155581372837,4
Pseudotsuga menziesii,663,2333,13053,0.7383587206075614,0.982422830518346,0.4584880769252777,0.5746606334841629,0.7983605301463265,0.3730211636304892,0.42533936651583715,0.3805335227455903,4
Picea pungens,876,2093,13085,0.7277391589588972,0.9911094674167457,0.4352589249610901,0.7100456621004566,0.6158196408100879,0.3258653029105445,0.2899543378995434,0.3567774282309383,4
Malus sylvestris,763,2198,12852,0.614293882690691,0.8159546183919815,0.4639988839626312,0.781127129750983,0.3760504201680672,0.1571775499190502,0.21887287024901703,0.1933344183748933,4
Populus tremula,840,2033,12814,0.5842682296892535,0.9288526499708795,0.45058947801589966,0.475,0.6651318869985953,0.14013188699859525,0.525,0.14762071989713632,4
Cydonia oblonga,346,2494,13150,0.7703613266225632,0.9833313919627257,0.5537222623825073,0.49421965317919075,0.887680608365019,0.38190026154420975,0.5057803468208093,0.41202444009758454,4
Prunus avium,847,1980,12827,0.5504241394586334,0.8363706253527136,0.48130327463150024,0.37662337662337664,0.6962656895610821,0.07288906618445878,0.6233766233766234,0.07994113656175922,4
Quercus petraea,848,1979,12908,0.6620373280282522,0.9836924868957484,0.5048345923423767,0.38443396226415094,0.8304927176944531,0.21492667995860404,0.6155660377358491,0.24698665738959602,4
Torminalis glaberrima,775,2012,12895,0.7481787639620258,0.9928885527958635,0.5240779519081116,0.5870967741935483,0.7807677394338891,0.36786451362743744,0.41290322580645167,0.39614103991294447,4
Salix caprea,826,1930,12803,0.5858643148671836,0.871648223645894,0.48256227374076843,0.5653753026634383,0.5642427556041553,0.12961805826759365,0.4346246973365617,0.1366086073576505,4
Quercus rubra,725,2027,12924,0.7202789784309331,0.9863366336633663,0.4469895362854004,0.6648275862068965,0.631538223460229,0.29636580966712556,0.3351724137931035,0.31355596110951023,4
Betula pendula,934,1813,12815,0.6499652441556293,0.9597437390797904,0.4501655399799347,0.576017130620985,0.6520483808037456,0.22806551142473053,0.42398286937901497,0.241899089413587,4
Pyrus communis,633,2084,12948,0.5822343328838504,0.8619569015725101,0.43572068214416504,0.7488151658767772,0.3236793327154773,0.07249449859225443,0.2511848341232228,0.1319990131872733,4
Rhaphiolepis bibas,290,2403,13169,0.8884646806371285,0.9961589870717458,0.5950352549552917,0.5379310344827586,0.9619561090439669,0.49988714352672536,0.4620689655172414,0.6403827169868631,4
Castanea sativa,840,1863,12868,0.6226347750788224,0.7940325976521659,0.4022408425807953,0.4357142857142857,0.7566055331053777,0.19231981881966353,0.5642857142857143,0.19694776263007532,4
Ilex aquifolium,741,1935,12904,0.6775997859831514,0.8876412347117064,0.43996819853782654,0.4601889338731444,0.7785182889026658,0.23870722277581025,0.5398110661268556,0.2753659746677008,4
Punica granatum,175,2488,13209,0.9162246520229713,0.9948747815958067,0.5825285315513611,0.6742857142857143,0.9516995987584222,0.6259853130441364,0.32571428571428573,0.7306442577030813,4
Prunus domestica,723,1947,12872,0.6143312771263304,0.9803695549571252,0.45505204796791077,0.9557399723374828,0.10394655065257924,0.05968652299006205,0.04426002766251724,0.16613520764510137,4
Carpinus betulus,836,1815,12831,0.5457525397335028,0.7643098427489807,0.4497259259223938,0.19976076555023922,0.8385160938352427,0.038276859385481865,0.8002392344497608,0.07943903800566732,4
Cupressus sempervirens,186,2397,13187,0.8548440097815461,0.9708647957664803,0.5413361191749573,0.5053763440860215,0.9434291347539243,0.4488054788399458,0.4946236559139785,0.5574433439253876,4
