species,n_presence,n_train_presence,n_background,auc,boyce,threshold,sensitivity,specificity,tss,omission_rate,tss_max,fold
Quercus robur,794,1808,12864,0.5700805638056569,0.8134769947582994,0.47717589139938354,0.40302267002518893,0.6985385572139303,0.10156122723911931,0.5969773299748111,0.11795477900171686,4
Pyrus pyraster,541,2063,12925,0.683482053793927,0.9983110075713454,0.47012948989868164,0.5175600739371534,0.7509477756286267,0.26850784956578,0.4824399260628466,0.2749689842937178,4
Ulmus minor,813,1768,12760,0.5243763182145929,0.6709042591226837,0.5009481906890869,0.6469864698646987,0.3879310344827586,0.03491750434745722,0.35301353013530135,0.06112958700119919,4
Juglans regia,804,1793,12788,0.6349519994646723,0.9824781085601021,0.4841485619544983,0.8507462686567164,0.28542383484516737,0.13617010350188385,0.14925373134328357,0.22013602615636235,4
Crataegus laevigata,772,1824,12794,0.580983354405927,0.9668423662330851,0.5087968707084656,0.21502590673575128,0.8407847428482101,0.055810649583961425,0.7849740932642487,0.13032481222982606,4
Corylus avellana,841,1754,12807,0.4857569902458404,-0.37055329062318,0.5187826752662659,0.24256837098692033,0.7369407355352542,-0.02049089347782551,0.7574316290130797,0.005989497234484671,4
Robinia pseudoacacia,854,1729,12716,0.5046344828805547,0.1589346503636627,0.4888661205768585,0.3700234192037471,0.6204781377791758,-0.00949844301707703,0.629976580796253,0.050259018308822616,4
Malus domestica,863,1690,12709,0.6082135660470719,0.9344050339106519,0.4809762239456177,0.899188876013905,0.1827838539617594,0.0819727299756643,0.10081112398609504,0.1655120362053989,4
Fraxinus excelsior,777,1779,12871,0.5088761192016572,0.537060387481565,0.49898332357406616,0.25353925353925355,0.7647424442545256,0.018281697793779195,0.7464607464607464,0.0278089670522271,4
Ulmus glabra,675,1877,12828,0.6478284193142316,0.9436691904484567,0.4956705868244171,0.2814814814814815,0.8288899282818833,0.11037140976336479,0.7185185185185186,0.22529778609292173,4
Acer campestre,731,1817,12832,0.5231900903520952,0.6868375072801398,0.5122348070144653,0.3378932968536252,0.6890586034912718,0.02695190034489703,0.6621067031463748,0.04960090369152359,4
Pinus pinaster,551,1934,13023,0.8848753977501483,0.9967617938264415,0.4445624053478241,0.8457350272232305,0.7591184826844813,0.6048535099077119,0.15426497277676954,0.6193547281209721,4
Tilia cordata,820,1715,12759,0.5468749940262159,0.6050203843913803,0.45825135707855225,0.48048780487804876,0.5629751547926953,0.043462959670744095,0.5195121951219512,0.12540110376415303,4
Mespilus germanica,783,1734,12843,0.6020042225247261,0.9450087361677344,0.4973290264606476,0.34738186462324394,0.8024604843105193,0.14984234893376325,0.6526181353767561,0.1618019924087633,4
Abies alba,193,2289,13153,0.6997201922845868,0.9708677926616192,0.467599093914032,0.41450777202072536,0.8971337337489547,0.31164150576967997,0.5854922279792747,0.3311732897280275,4
Tilia platyphyllos,664,1814,12793,0.5979267064349009,0.9846359930110659,0.4421207308769226,0.6234939759036144,0.4972250449464551,0.12071902085006947,0.37650602409638556,0.14964226483044663,4
Pinus sylvestris,690,1787,12919,0.5986227452880882,0.8322280997904326,0.4634903371334076,0.7101449275362319,0.41682792785819334,0.12697285539442538,0.28985507246376807,0.18492210663767894,4
Fagus sylvatica,581,1889,12978,0.685757096147618,0.9240419336051252,0.44367101788520813,0.4991394148020654,0.7532747726922484,0.25241418749431377,0.5008605851979346,0.30393325498016105,4
Cormus domestica,656,1763,12847,0.8087373179085181,0.9899819458809778,0.5139225721359253,0.8902439024390244,0.5229236397602554,0.41316754219927976,0.1097560975609756,0.4754022244920044,4
Acer platanoides,773,1636,12779,0.6653534000791848,0.9898660454280722,0.48527902364730835,0.5084087968952135,0.7254871273182565,0.23389592421346994,0.49159120310478654,0.2417353340958905,4
Crataegus monogyna,734,1663,12893,0.5253966782980689,0.4422947000582411,0.43701133131980896,0.5204359673024523,0.540215620879547,0.06065158818199934,0.47956403269754766,0.07242265040003332,4
Aesculus hippocastanum,779,1612,12803,0.7105998604106046,0.9952358765288294,0.4838813543319702,0.6020539152759948,0.6971022416621104,0.29915615693810516,0.39794608472400517,0.30927673903450703,4
Cornus mas,663,1724,12882,0.6427790551807648,0.9890390215492137,0.435953825712204,0.555052790346908,0.6409718987734824,0.1960246891203905,0.444947209653092,0.2018032106253701,4
Pinus nigra,727,1646,12915,0.6644257953681915,0.9057836814245713,0.4525044858455658,0.9037138927097662,0.22524196670538135,0.12895585941514764,0.09628610729023379,0.24040256869458065,4
Sorbus aucuparia,625,1744,12940,0.7442601545595054,0.9913919627256843,0.49119842052459717,0.4192,0.8560278207109737,0.27522782071097374,0.5808,0.37976939721792885,4
Alnus glutinosa,639,1715,12866,0.5637678081546953,0.7023179591280447,0.44496503472328186,0.5383411580594679,0.5567386911238924,0.09507984918336021,0.4616588419405321,0.10784280097219756,4
Prunus cerasus,723,1617,12782,0.6431652676340973,0.8868659163696347,0.5278915166854858,0.8713692946058091,0.23791268971991864,0.10928198432572778,0.12863070539419086,0.2111957015971414,4
Salix alba,778,1539,12731,0.6152582032118431,0.9876636584504693,0.5182304382324219,0.5347043701799485,0.6245385280025135,0.15924289818246207,0.46529562982005146,0.16594041344740962,4
Ficus carica,460,1809,13051,0.8167345164288593,0.9960512521840419,0.4956130087375641,0.717391304347826,0.7826220213010497,0.5000133256488759,0.28260869565217395,0.5158252074636959,4
Taxus baccata,679,1640,12828,0.6757545051716307,0.9884100174723355,0.46130743622779846,0.5095729013254786,0.7496881821016527,0.2592610834271314,0.4904270986745214,0.2758855926813263,4
Aria edulis,243,2068,13105,0.842670861967992,0.991156060447011,0.40316203236579895,0.6337448559670782,0.8880579931323922,0.5218028490994704,0.3662551440329218,0.5536739503503674,4
Picea abies,340,1963,13104,0.7363211951447246,0.9931275080396045,0.4407268166542053,0.3911764705882353,0.9117826617826618,0.3029591323708971,0.6088235294117648,0.36158604467427996,4
Juniperus communis,694,1600,12810,0.6613748489900046,0.9812433932580721,0.46328005194664,0.6858789625360231,0.5329430132708821,0.2188219758069052,0.3141210374639769,0.23747635020370889,4
Populus alba,765,1481,12795,0.680826609659104,0.9927781013395457,0.5469616055488586,0.46405228758169936,0.7803829620945681,0.2444352496762674,0.5359477124183006,0.27345393804258716,4
Salix fragilis,662,1593,12725,0.6128962660034781,0.896062483532882,0.4243318438529968,0.9682779456193353,0.07811394891944991,0.04639189453878534,0.031722054380664666,0.2078616326070311,4
Betula pubescens,693,1565,12828,0.703871536425325,0.9700144729641389,0.49215182662010193,0.36075036075036077,0.8709853445587776,0.23173570530913845,0.6392496392496392,0.28965486753138764,4
Acer pseudoplatanus,699,1557,12831,0.57287535362597,0.8068375072801398,0.4788881540298462,0.41201716738197425,0.6648741329592394,0.0768913003412135,0.5879828326180258,0.12488631509725467,4
Laurus nobilis,379,1817,13121,0.7861019184336415,0.9858008153756552,0.4847085773944855,0.6094986807387863,0.8099992378629678,0.419497918601754,0.3905013192612137,0.4436349391768397,4
Prunus padus,580,1666,12970,0.6309466142025364,0.9851832870008723,0.4810307025909424,0.4724137931034483,0.6976869699306091,0.1701007630340574,0.5275862068965518,0.17911626299417754,4
Prunus mahaleb,705,1539,12840,0.712239068955613,0.9808969132207338,0.5299490690231323,0.6453900709219859,0.6665109034267913,0.3119009743487773,0.35460992907801414,0.33219825014913495,4
Acer negundo,661,1559,12868,0.7920925943256254,0.9873966220151427,0.5148528218269348,0.6142208774583964,0.8093720857942183,0.42359296325261475,0.3857791225416036,0.45073214019507757,4
Populus nigra,560,1646,12933,0.6975500104936431,0.9908444962143274,0.46087443828582764,0.7214285714285714,0.5568700224232583,0.27829859385182987,0.2785714285714286,0.31152367697252875,4
Paulownia tomentosa,358,1796,13119,0.8570121547450689,0.9721141525917297,0.5175005793571472,0.7374301675977654,0.8573061971186828,0.5947363647164483,0.26256983240223464,0.5967182230897998,4
Cedrus atlantica,321,1802,13150,0.6791367281428047,0.9850203843913803,0.4632389545440674,0.4485981308411215,0.8164258555133079,0.2650239863544295,0.5514018691588785,0.27718915461426386,4
Fraxinus angustifolia,356,1762,13090,0.805686646466554,0.9965288293535236,0.6082579493522644,0.4859550561797753,0.8816653934300993,0.3676204496098747,0.5140449438202247,0.4860584887683368,4
Ailanthus altissima,734,1327,12808,0.7966753153257415,0.9889108910891089,0.5293354988098145,0.6267029972752044,0.8182386008744534,0.44494159814965784,0.3732970027247956,0.45877980723900424,4
Quercus ilex,177,1775,13170,0.8128832434612134,0.9757367501456028,0.5024096369743347,0.6497175141242938,0.8385725132877753,0.48829002741206917,0.3502824858757062,0.5114847560583247,4
Cercis siliquastrum,377,1681,13118,0.8926807193468953,0.9715084449621433,0.5929393172264099,0.7957559681697612,0.8693398383899985,0.6650958065597599,0.20424403183023876,0.6731918763899039,4
Larix decidua,183,1827,13183,0.739656429521544,0.9793011065812464,0.40145382285118103,0.639344262295082,0.6864901767427748,0.3258344390378567,0.360655737704918,0.3426738940571335,4
Sequoiadendron giganteum,703,1305,13091,0.7371284801118073,0.9772976121141526,0.4919484257698059,0.7951635846372689,0.501260407913834,0.29642399255110297,0.20483641536273112,0.36767574999948394,4
Quercus pubescens,606,1319,12849,0.7891147158143318,0.965393127548049,0.5423849821090698,0.7376237623762376,0.6640205463460191,0.40164430872225676,0.2623762376237624,0.4092987164698258,4
Platanus hispanica,338,1564,13025,0.7755263546434372,0.9816540477577169,0.4167827069759369,0.6745562130177515,0.7622264875239924,0.43678270054174373,0.3254437869822485,0.4444463878067894,4
Melia azedarach,40,1828,13242,0.9509099833861955,0.9255773322891482,0.5959662795066833,0.375,0.9864824044706237,0.36148240447062374,0.625,0.805225796707446,4
Prunus amygdalus,15,1826,13252,0.8645789314820405,0.11509523329419251,0.4914124011993408,0.26666666666666666,0.9962269846060972,0.26289365127276376,0.7333333333333334,0.6119126672703492,4
Celtis australis,220,1617,13163,0.9291864938222152,0.9833604156277184,0.5033403635025024,0.7454545454545455,0.9351971435083187,0.6806516889628642,0.2545454545454545,0.7320170864613621,4
Arbutus unedo,157,1591,13209,0.8546281656060599,0.9633253542700032,0.6265274882316589,0.5477707006369427,0.9368612309788781,0.48463193161582074,0.45222929936305734,0.5722700166312006,4
Olea europaea,291,1477,13170,0.8164345709164064,0.98768782760629,0.6269976496696472,0.5360824742268041,0.9129840546697039,0.4490665288965081,0.4639175257731959,0.4984837454696319,4
Acer monspessulanum,154,1648,13193,0.8025502504771814,0.7924833793958452,0.5649785399436951,0.6038961038961039,0.8572727961797924,0.4611689000758963,0.39610389610389607,0.48893992386753704,4
Ulmus laevis,572,1164,12836,0.7188177590561511,0.9879188350799071,0.4350879192352295,0.8793706293706294,0.3787784356497351,0.2581490650203646,0.12062937062937062,0.3212964193799345,4
Fraxinus ornus,325,1372,13107,0.8278532316847721,0.985824111822947,0.44795510172843933,0.7353846153846154,0.7875181200885023,0.5229027354731177,0.2646153846153846,0.5455670780733723,4
Alnus incana,334,1303,13022,0.6873854425996724,0.34451178986785114,0.36139175295829773,0.6856287425149701,0.5675779450161266,0.25320668753109654,0.3143712574850299,0.2706543601477739,4
Taxodium distichum,491,1128,13090,0.760971746595324,0.994618520675597,0.4551298916339874,0.6619144602851323,0.7369747899159664,0.3988892502010988,0.33808553971486766,0.410255337091326,4
Acer opalus,61,1443,13238,0.7086516956897555,0.6657153758157466,0.3833947479724884,0.29508196721311475,0.9302009366973863,0.2252829039105011,0.7049180327868853,0.3574954366342299,4
Prunus serotina,802,643,12855,0.7672322014877238,0.9909609784507862,0.4732048809528351,0.6807980049875312,0.7299883313885648,0.41078633637609596,0.3192019950124688,0.4156227478755464,4
Prunus armeniaca,382,2888,9211,0.8203110212521905,0.9955416294207308,0.5085732340812683,0.680628272251309,0.8252089892519813,0.5058372615032902,0.31937172774869105,0.5212686743200852,5
Prunus persica,676,2519,9149,0.7646486730854926,0.9958172943680591,0.5367082953453064,0.6301775147928994,0.7283856159143076,0.358563130707207,0.3698224852071006,0.4101327722950935,5
Pseudotsuga menziesii,1155,1841,8948,0.8736050717275572,0.9984740827023879,0.5800138711929321,0.8692640692640693,0.7336835046937863,0.6029475739578556,0.1307359307359307,0.6223838745072541,5
Picea pungens,504,2465,9198,0.730658536879998,0.985497961560862,0.545728862285614,0.48412698412698413,0.8390954555338117,0.3232224396607959,0.5158730158730158,0.3321374211785171,5
Malus sylvestris,778,2183,8957,0.5847849034791476,0.9653560095312652,0.45751070976257324,0.7557840616966581,0.35301998436976667,0.1088040460664248,0.24421593830334187,0.11415724313221154,5
Populus tremula,832,2041,8952,0.7100071911304736,0.9826674432149097,0.5546630024909973,0.734375,0.5852323503127793,0.3196073503127792,0.265625,0.3429240135423111,5
Cydonia oblonga,323,2517,9179,0.7213736969263196,0.9867443214909726,0.5181286931037903,0.5789473684210527,0.7464865453753132,0.325433913796366,0.42105263157894735,0.3524018514464805,5
Prunus avium,801,2026,9008,0.6699772209693479,0.9948502552264592,0.5454635620117188,0.568039950062422,0.6680728241563055,0.23611277421872767,0.431960049937578,0.2410975235218854,5
Quercus petraea,761,2066,9031,0.7217560305858446,0.9591350003971955,0.497400164604187,0.7910643889618922,0.5501051932233418,0.3411695821852341,0.20893561103810776,0.3495809658977233,5
Torminalis glaberrima,908,1879,9008,0.6690518242228152,0.9474315666860804,0.542568564414978,0.7158590308370044,0.5127664298401421,0.2286254606771465,0.2841409691629956,0.24640554455755437,5
Salix caprea,748,2008,8973,0.7237233089643261,0.9642252889536775,0.45944905281066895,0.7713903743315508,0.5749470634124596,0.3463374377440105,0.22860962566844922,0.353810987329189,5
Quercus rubra,829,1923,8978,0.8214939561415506,0.9983313871078645,0.5410815477371216,0.856453558504222,0.6202940521274226,0.4767476106316446,0.143546441495778,0.4860100322971499,5
Betula pendula,752,1995,9007,0.7943815566616036,0.9884100174723355,0.48885220289230347,0.7925531914893617,0.6477184412123904,0.44027163270175196,0.20744680851063835,0.4639343749187984,5
Pyrus communis,676,2041,8943,0.5423351839758311,0.48208742266867216,0.5412207245826721,0.5724852071005917,0.4769093145476909,0.04939452164828273,0.4275147928994083,0.10301237224314147,5
Rhaphiolepis bibas,292,2401,9217,0.9184064288591213,0.9920587080071409,0.4901123344898224,0.8287671232876712,0.8345448627536075,0.6633119860412786,0.17123287671232879,0.6838502707177476,5
Castanea sativa,604,2099,9054,0.8371297234985964,0.994828188701223,0.5095139145851135,0.8609271523178808,0.6555113761873205,0.5164385285052013,0.13907284768211925,0.5435236264532013,5
Ilex aquifolium,538,2138,9055,0.8074144170589068,0.9819918462434478,0.5219687223434448,0.828996282527881,0.6462727774710105,0.4752690599988916,0.17100371747211895,0.483614384625964,5
Punica granatum,345,2318,9203,0.9025117833346719,0.9556319161327897,0.529871940612793,0.8376811594202899,0.8054982071063783,0.6431793665266681,0.16231884057971013,0.6553225397515303,5
Prunus domestica,600,2070,9011,0.5963341101616543,0.9907468761199144,0.539153516292572,0.54,0.5787370991010986,0.11873709910109875,0.45999999999999996,0.1435169977434987,5
Carpinus betulus,913,1738,9016,0.6971971332940052,0.9882119976703553,0.415880024433136,0.891566265060241,0.34494232475598935,0.23650858981623024,0.10843373493975905,0.30396977115528345,5
Cupressus sempervirens,170,2413,9218,0.8521540336681429,0.9848688693752905,0.4264383316040039,0.6470588235294118,0.8436754176610979,0.49073424119050957,0.3529411764705882,0.5478131022424158,5
Quercus robur,771,1831,9026,0.7134582814943312,0.9903551585431165,0.42931678891181946,0.8962386511024644,0.32317748725902945,0.21941613836149387,0.10376134889753563,0.31836619559635043,5
Pyrus pyraster,892,1712,8907,0.7235534504277131,0.9978678833912109,0.5268347859382629,0.6692825112107623,0.6492646233299652,0.3185471345407276,0.3307174887892377,0.3233545339711145,5
Ulmus minor,455,2126,9105,0.7005091997513744,0.9913540808256385,0.4291902780532837,0.7296703296703296,0.6030752333882482,0.33274556305857783,0.27032967032967037,0.33435318114066054,5
Juglans regia,514,2083,9037,0.6380648040545807,0.982901303430239,0.5518558025360107,0.5233463035019456,0.6698019254177271,0.19314822891967265,0.47665369649805445,0.21585233900062395,5
Crataegus laevigata,744,1852,9024,0.5916246937676352,0.9331741409435061,0.5356614589691162,0.7419354838709677,0.35494237588652483,0.09687785975749263,0.25806451612903225,0.1462694463509494,5
Corylus avellana,662,1933,9073,0.6460193802334405,0.9822830518345952,0.492005318403244,0.770392749244713,0.4173922627576325,0.18778501200234565,0.22960725075528698,0.22213929114070735,5
Robinia pseudoacacia,582,2001,8999,0.6237454218853641,0.989976271713915,0.3962670862674713,0.852233676975945,0.3018113123680409,0.15404498934398592,0.147766323024055,0.18788322795698192,5
Malus domestica,627,1926,8916,0.6064305304228801,0.9846984201319815,0.5598411560058594,0.5119617224880383,0.6221399730820996,0.13410169557013774,0.4880382775119617,0.15249130105331843,5
Fraxinus excelsior,677,1879,9072,0.6325634054431445,0.773185789167152,0.4903486371040344,0.8079763663220089,0.3030202821869489,0.11099664850895774,0.19202363367799113,0.231031446442574,5
Ulmus glabra,678,1874,8944,0.7580237868137899,0.9655329062317997,0.35121962428092957,0.7595870206489675,0.6432245080500895,0.402811528699057,0.24041297935103245,0.4195627595632741,5
Acer campestre,755,1793,9021,0.6118149630259343,0.9788108747427211,0.49037307500839233,0.8463576158940397,0.3016295310941137,0.1479871469881533,0.15364238410596032,0.18494183182581336,5
Pinus pinaster,437,2048,9141,0.8650516432489022,0.9468227921495944,0.5020168423652649,0.6956521739130435,0.8392954818947599,0.5349476558078035,0.30434782608695654,0.5700884465269136,5
Tilia cordata,680,1855,8980,0.6698809445827328,0.9642748980780431,0.46006157994270325,0.8308823529411765,0.4183741648106904,0.24925651775186686,0.16911764705882348,0.2817273680073366,5
Mespilus germanica,453,2064,9086,0.7473348853413956,0.9335080684481252,0.5556297302246094,0.8211920529801324,0.5654853620955316,0.386677415075664,0.17880794701986757,0.4064555566407626,5
Abies alba,1000,1482,8992,0.8754050266903914,0.9945806481715093,0.5245555639266968,0.857,0.7473309608540926,0.6043309608540925,0.14300000000000002,0.6060044483985765,5
Tilia platyphyllos,749,1729,8925,0.6406113847408123,0.9818897422952011,0.5239740014076233,0.6662216288384513,0.5439775910364145,0.21019921987486567,0.33377837116154874,0.21487578208853636,5
Pinus sylvestris,626,1851,9019,0.6962259652767125,0.9813395457192778,0.5919991135597229,0.43130990415335463,0.8157223638984367,0.24703226805179135,0.5686900958466454,0.28689380282378657,5
Fagus sylvatica,734,1736,9089,0.7943160025458207,0.993744903902155,0.4264063239097595,0.8719346049046321,0.56947959071405,0.4414141956186821,0.12806539509536785,0.45338243101896086,5
Cormus domestica,632,1787,9013,0.7025211122611923,0.9923471170646476,0.5169069170951843,0.6772151898734177,0.6274270498169311,0.30464223969034876,0.32278481012658233,0.3081155981444524,5
Acer platanoides,539,1870,9009,0.6800144814987116,0.9704018637157833,0.4404265880584717,0.562152133580705,0.6873126873126874,0.2494648208933925,0.43784786641929496,0.2713952713952714,5
Crataegus monogyna,553,1844,9091,0.6225730871081886,0.9442273308488047,0.5025901198387146,0.6582278481012658,0.5228247717522825,0.18105261985354826,0.3417721518987342,0.19230592504201538,5
Aesculus hippocastanum,383,2008,9101,0.6225482925441012,0.821242927327091,0.5308173894882202,0.5039164490861618,0.6737721129546204,0.1776885620407822,0.49608355091383816,0.19122306876442868,5
Cornus mas,747,1640,9015,0.7118575986326523,0.9750465202327895,0.5473937392234802,0.7362784471218207,0.5864669994453688,0.3227454465671895,0.26372155287817933,0.32609595341989145,5
Pinus nigra,466,1907,9065,0.6435427018504885,0.9773062822006557,0.4661918580532074,0.5665236051502146,0.6344180915609487,0.20094169671116324,0.4334763948497854,0.23253091051987435,5
Sorbus aucuparia,553,1816,9057,0.8585784106725318,0.9915055081740006,0.41491955518722534,0.8426763110307414,0.7395384785248978,0.5822147895556391,0.15732368896925863,0.5969534718931996,5
Alnus glutinosa,671,1683,8951,0.6722069035905204,0.9641584158415841,0.4577106237411499,0.8092399403874814,0.44933526980225674,0.25857521018973806,0.19076005961251863,0.277659740787773,5
Prunus cerasus,500,1840,9000,0.5810214444444445,0.9257076295864881,0.5341014862060547,0.338,0.734,0.07200000000000006,0.6619999999999999,0.14144444444444448,5
Salix alba,512,1805,9016,0.604396545897571,0.9485614443797321,0.5011329650878906,0.5703125,0.5643300798580302,0.1346425798580302,0.4296875,0.1442418339618456,5
Ficus carica,305,1964,9154,0.7360168626453722,0.9825393127548049,0.5042828321456909,0.5573770491803278,0.774087830456631,0.3314648796369588,0.4426229508196722,0.37773292692973054,5
Taxus baccata,331,1988,9119,0.5928993910327661,0.9236458940011648,0.5224555730819702,0.4199395770392749,0.7281500164491721,0.14808959348844697,0.5800604229607251,0.15024438533270562,5
Aria edulis,867,1444,8899,0.8004859221770184,0.9853868783117716,0.36281970143318176,0.9284890426758939,0.5479267333408248,0.4764157760167187,0.07151095732410606,0.48669685810245517,5
Picea abies,951,1352,8982,0.8275006023262789,0.976260920209668,0.5226479768753052,0.7350157728706624,0.7649743932309062,0.49999016610156866,0.26498422712933756,0.5166421170416542,5
Juniperus communis,514,1780,9017,0.7268515501847138,0.9765637740244613,0.5125418305397034,0.7704280155642024,0.5773538871021404,0.3477819026663429,0.22957198443579763,0.36338105843307644,5
Populus alba,234,2012,9148,0.7108323616576787,0.944834012813046,0.5002523064613342,0.4829059829059829,0.7823567993003935,0.26526278220637645,0.517094017094017,0.32016619390908857,5
Salix fragilis,679,1576,8864,0.6359130676350335,0.8841622161317494,0.4835951626300812,0.8851251840942562,0.296028880866426,0.1811540649606822,0.11487481590574378,0.20329555302712105,5
Betula pubescens,445,1813,9079,0.8585200320284742,0.9820151426907396,0.4716649353504181,0.8651685393258427,0.7127436942394537,0.5779122335652964,0.1348314606741573,0.5979129513595394,5
Acer pseudoplatanus,528,1728,9098,0.6087555873085659,0.79648223645894,0.465365469455719,0.5454545454545454,0.6372829193229281,0.18273746477747355,0.4545454545454546,0.2004948640060753,5
Laurus nobilis,283,1913,9167,0.8237301489711328,0.9847116174402154,0.5420315265655518,0.7597173144876325,0.7661175957237919,0.5258349102114244,0.24028268551236753,0.5370003249480295,5
Prunus padus,662,1584,9025,0.7188215012009272,0.9885119059794562,0.5384718775749207,0.7190332326283988,0.6077562326869806,0.32678946531537933,0.2809667673716012,0.33088349750190393,5
Prunus mahaleb,445,1799,9037,0.7642595422315002,0.9923820617355853,0.4538111686706543,0.8247191011235955,0.5796171295784,0.40433623070199554,0.17528089887640452,0.40790284137745825,5
Acer negundo,435,1785,9088,0.8201838726323458,0.9627722772277227,0.45929259061813354,0.7862068965517242,0.6829885563380281,0.4691954528897524,0.21379310344827585,0.48326200016189086,5
Populus nigra,398,1808,9063,0.6780346064427843,0.9860795636738809,0.5408738851547241,0.585427135678392,0.6815623965574313,0.26698953223582333,0.414572864321608,0.2871027874670717,5
Paulownia tomentosa,467,1687,9176,0.793728145670019,0.9964472917880023,0.5411901473999023,0.708779443254818,0.7488012205754141,0.4575806638302322,0.291220556745182,0.46502117057998804,5
Cedrus atlantica,228,1895,9187,0.6933968479487606,0.9647524752475247,0.5104216933250427,0.3684210526315789,0.8704691411777512,0.2388901938093302,0.631578947368421,0.31112613360984914,5
Fraxinus angustifolia,227,1891,9180,0.8368326087165164,0.9490825541174607,0.5557624697685242,0.7797356828193832,0.7635076252723312,0.5432433080917143,0.2202643171806168,0.5587376311268512,5
Ailanthus altissima,242,1819,9165,0.8157568092771188,0.9871869539895166,0.5017274618148804,0.640495867768595,0.830987452264048,0.47148332003264315,0.359504132231405,0.4970436397902549,5
Quercus ilex,90,1862,9224,0.8378011467668883,0.7512682077483721,0.5379328727722168,0.5222222222222223,0.8959236773633998,0.418145899585622,0.47777777777777775,0.5428857087790306,5
Cercis siliquastrum,213,1845,9196,0.8072028663207315,0.9942457775189284,0.5630543231964111,0.5258215962441315,0.873640713353632,0.39946230959776363,0.4741784037558685,0.48961836846802137,5
Larix decidua,800,1210,8965,0.780271611823759,0.9619336051252184,0.4686247408390045,0.57375,0.7591745677635248,0.33292456776352486,0.42625,0.4388489960959286,5
Sequoiadendron giganteum,463,1545,9167,0.6801151468044005,0.9861997268525415,0.6506104469299316,0.4017278617710583,0.8368059343296608,0.238533796100719,0.5982721382289418,0.2772530635642309,5
Quercus pubescens,381,1544,9098,0.7920387452118056,0.9977895294507972,0.4448992908000946,0.7847769028871391,0.6403605187953396,0.4251374216824786,0.21522309711286092,0.43222126636236863,5
Platanus hispanica,225,1677,9148,0.7581771364718457,0.9047175305765871,0.4483073651790619,0.5288888888888889,0.7898994315697421,0.3187883204586308,0.47111111111111115,0.3691007141816061,5
Melia azedarach,79,1789,9238,0.8921145735418647,0.8348830369372525,0.5083416700363159,0.6075949367088608,0.9275817276466768,0.5351766643555376,0.3924050632911392,0.6433827257256077,5
Prunus amygdalus,18,1823,9245,0.6325641487891352,-0.595768828659861,0.42728883028030396,0.0,0.9974040021633316,-0.0025959978366684178,1.0,0.30986719548104086,5
Celtis australis,92,1745,9237,0.9164007229902424,0.9850902737332556,0.48645302653312683,0.5760869565217391,0.9609180469849519,0.5370050035066911,0.42391304347826086,0.6834646577328418,5
Arbutus unedo,82,1666,9241,0.8432740095175002,0.9631420010000097,0.5509220361709595,0.5487804878048781,0.9228438480683908,0.471624335873269,0.4512195121951219,0.5687379414644703,5
Olea europaea,97,1671,9244,0.7637397565208082,0.928973715465893,0.512528657913208,0.27835051546391754,0.9403937689311986,0.21874428439511617,0.7216494845360825,0.42319676848064164,5
Acer monspessulanum,393,1409,9129,0.7130239816796123,0.861522601991428,0.5369274020195007,0.5038167938931297,0.7334866907656917,0.23730348465882134,0.4961832061068703,0.358430770491488,5
Ulmus laevis,385,1351,9040,0.5893316860131019,0.7283094252274089,0.5081945657730103,0.4831168831168831,0.6755530973451327,0.15866998046201575,0.5168831168831169,0.1619928743822549,5
Fraxinus ornus,195,1502,9171,0.7673709491177597,0.9620524469925883,0.5255945920944214,0.6820512820512821,0.731217969687057,0.41326925173833917,0.31794871794871793,0.4320038918665023,5
Alnus incana,255,1382,9110,0.7496691849077721,0.8670172802551256,0.3827776312828064,0.43529411764705883,0.8417124039517014,0.27700652159876027,0.5647058823529412,0.3869352790512473,5
Taxodium distichum,335,1284,9171,0.8150806321679142,0.9967210059633576,0.5212399959564209,0.8119402985074626,0.6494384472794679,0.4613787457869305,0.18805970149253737,0.48045965787679207,5
Acer opalus,212,1292,9167,0.9230710649972934,0.9673030554302758,0.5101893544197083,0.9009433962264151,0.7660085087814988,0.666951905007914,0.09905660377358494,0.7171746070297272,5
Prunus serotina,345,1100,9147,0.8010153008113851,0.9728479906814211,0.22818836569786072,0.9072463768115943,0.48606100360774024,0.39330738041933455,0.09275362318840574,0.4752548946910605,5
Pistacia terebinthus,33,1373,9236,0.9757437956874943,0.9746233110206903,0.41549837589263916,0.8484848484848485,0.9708748375920312,0.8193596860768797,0.1515151515151515,0.8817801225770043,5
Pinus pinea,31,1269,9245,0.8428583890158586,0.6732307088586471,0.3771063983440399,0.25806451612903225,0.9528393726338561,0.21090388876288824,0.7419354838709677,0.6079066278197456,5
Pinus uncinata,21,954,9240,0.9801999587713873,0.8643497262210772,0.5587432384490967,0.8095238095238095,0.9670995670995671,0.7766233766233768,0.19047619047619047,0.9542207792207792,5
Acacia dealbata,13,895,9252,0.8260001995410555,0.3030674100206533,0.4732201099395752,0.3076923076923077,0.995136186770428,0.30282849446273574,0.6923076923076923,0.5980328577604842,5
Pinus cembra,10,787,9247,0.8948307559208392,-0.37862905169332833,0.6110246777534485,0.0,0.9988104250027036,-0.0011895749972964387,1.0,0.6490645614793987,5
Ostrya carpinifolia,5,572,9252,0.825789018590575,0.010433083003738809,0.6047338843345642,0.2,0.9958927799394726,0.19589277993947252,0.8,0.6360354517942067,5
